CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4807044,Sedgewick,2000,All Families Income (Median),$,54000.00000
4807044,Sedgewick,2000,Couple Families Income (Median),$,56800.00000
4807044,Sedgewick,2000,Lone-Parent Income (Median),$,33300.00000
4807044,Sedgewick,2001,All Families Income (Median),$,58100.00000
4807044,Sedgewick,2001,Couple Families Income (Median),$,61300.00000
4807044,Sedgewick,2001,Lone-Parent Income (Median),$,21800.00000
4807044,Sedgewick,2002,All Families Income (Median),$,57100.00000
4807044,Sedgewick,2002,Couple Families Income (Median),$,61600.00000
4807044,Sedgewick,2002,Lone-Parent Income (Median),$,31500.00000
4807044,Sedgewick,2003,All Families Income (Median),$,62300.00000
4807044,Sedgewick,2003,Couple Families Income (Median),$,65600.00000
4807044,Sedgewick,2003,Lone-Parent Income (Median),$,40800.00000
4807044,Sedgewick,2004,All Families Income (Median),$,70900.00000
4807044,Sedgewick,2004,Couple Families Income (Median),$,73200.00000
4807044,Sedgewick,2004,Lone-Parent Income (Median),$,43300.00000
4807044,Sedgewick,2005,All Families Income (Median),$,75600.00000
4807044,Sedgewick,2005,Couple Families Income (Median),$,77700.00000
4807044,Sedgewick,2005,Lone-Parent Income (Median),$,44500.00000
4807044,Sedgewick,2006,All Families Income (Median),$,78300.00000
4807044,Sedgewick,2006,Couple Families Income (Median),$,83600.00000
4807044,Sedgewick,2006,Lone-Parent Income (Median),$,47900.00000
4807044,Sedgewick,2007,All Families Income (Median),$,81200.00000
4807044,Sedgewick,2007,Couple Families Income (Median),$,85100.00000
4807044,Sedgewick,2007,Lone-Parent Income (Median),$,51560.00000
4807044,Sedgewick,2008,All Families Income (Median),$,82210.00000
4807044,Sedgewick,2008,Couple Families Income (Median),$,85660.00000
4807044,Sedgewick,2008,Lone-Parent Income (Median),$,42270.00000
4807044,Sedgewick,2009,All Families Income (Median),$,79550.00000
4807044,Sedgewick,2009,Couple Families Income (Median),$,81780.00000
4807044,Sedgewick,2009,Lone-Parent Income (Median),$,45800.00000
4807044,Sedgewick,2010,All Families Income (Median),$,83400.00000
4807044,Sedgewick,2010,Couple Families Income (Median),$,87590.00000
4807044,Sedgewick,2010,Lone-Parent Income (Median),$,45210.00000
4807044,Sedgewick,2011,All Families Income (Median),$,89000.00000
4807044,Sedgewick,2011,Couple Families Income (Median),$,91490.00000
4807044,Sedgewick,2011,Lone-Parent Income (Median),$,48660.00000
4807044,Sedgewick,2012,All Families Income (Median),$,90610.00000
4807044,Sedgewick,2012,Couple Families Income (Median),$,94090.00000
4807044,Sedgewick,2012,Lone-Parent Income (Median),$,47170.00000
4807044,Sedgewick,2013,All Families Income (Median),$,95230.00000
4807044,Sedgewick,2013,Couple Families Income (Median),$,100800.00000
4807044,Sedgewick,2013,Lone-Parent Income (Median),$,50550.00000
4807044,Sedgewick,2014,All Families Income (Median),$,103320.00000
4807044,Sedgewick,2014,Couple Families Income (Median),$,113380.00000
4807044,Sedgewick,2014,Lone-Parent Income (Median),$,48420.00000
4807044,Sedgewick,2015,All Families Income (Median),$,100760.00000
4807044,Sedgewick,2015,Couple Families Income (Median),$,106100.00000
4807044,Sedgewick,2015,Lone-Parent Income (Median),$,48520.00000
4807044,Sedgewick,2016,All Families Income (Median),$,97170.00000
4807044,Sedgewick,2016,Couple Families Income (Median),$,101730.00000
4807044,Sedgewick,2016,Lone-Parent Income (Median),$,57500.00000
4807044,Sedgewick,2017,All Families Income (Median),$,102300.00000
4807044,Sedgewick,2017,Couple Families Income (Median),$,106140.00000
4807044,Sedgewick,2017,Lone-Parent Income (Median),$,63760.00000
4807044,Sedgewick,2018,All Families Income (Median),$,103890.00000
4807044,Sedgewick,2018,Couple Families Income (Median),$,108850.00000
4807044,Sedgewick,2018,Lone-Parent Income (Median),$,57110.00000
4807044,Sedgewick,2019,All Families Income (Median),$,104240.00000
4807044,Sedgewick,2019,Couple Families Income (Median),$,111400.00000
4807044,Sedgewick,2019,Lone-Parent Income (Median),$,59670.00000
4807044,Sedgewick,2020,All Families Income (Median),$,97000.00000
4807044,Sedgewick,2020,Couple Families Income (Median),$,138000.00000
4807044,Sedgewick,2020,Lone-Parent Income (Median),$,59600.00000
4807046,Lougheed,2000,All Families Income (Median),$,49000.00000
4807046,Lougheed,2000,Couple Families Income (Median),$,51100.00000
4807046,Lougheed,2000,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2001,All Families Income (Median),$,60100.00000
4807046,Lougheed,2001,Couple Families Income (Median),$,63800.00000
4807046,Lougheed,2001,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2002,All Families Income (Median),$,57500.00000
4807046,Lougheed,2002,Couple Families Income (Median),$,59400.00000
4807046,Lougheed,2002,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2003,All Families Income (Median),$,55500.00000
4807046,Lougheed,2003,Couple Families Income (Median),$,56100.00000
4807046,Lougheed,2003,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2004,All Families Income (Median),$,60500.00000
4807046,Lougheed,2004,Couple Families Income (Median),$,64500.00000
4807046,Lougheed,2004,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2005,All Families Income (Median),$,61700.00000
4807046,Lougheed,2005,Couple Families Income (Median),$,62500.00000
4807046,Lougheed,2005,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2006,All Families Income (Median),$,71100.00000
4807046,Lougheed,2006,Couple Families Income (Median),$,76800.00000
4807046,Lougheed,2006,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2007,All Families Income (Median),$,72500.00000
4807046,Lougheed,2007,Couple Families Income (Median),$,75390.00000
4807046,Lougheed,2007,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2008,All Families Income (Median),$,80350.00000
4807046,Lougheed,2008,Couple Families Income (Median),$,83820.00000
4807046,Lougheed,2008,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2009,All Families Income (Median),$,82100.00000
4807046,Lougheed,2009,Couple Families Income (Median),$,85220.00000
4807046,Lougheed,2009,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2010,All Families Income (Median),$,80040.00000
4807046,Lougheed,2010,Couple Families Income (Median),$,80760.00000
4807046,Lougheed,2010,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2011,All Families Income (Median),$,82730.00000
4807046,Lougheed,2011,Couple Families Income (Median),$,85160.00000
4807046,Lougheed,2011,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2012,All Families Income (Median),$,87750.00000
4807046,Lougheed,2012,Couple Families Income (Median),$,87180.00000
4807046,Lougheed,2012,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2013,All Families Income (Median),$,85530.00000
4807046,Lougheed,2013,Couple Families Income (Median),$,89890.00000
4807046,Lougheed,2013,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2014,All Families Income (Median),$,95050.00000
4807046,Lougheed,2014,Couple Families Income (Median),$,95340.00000
4807046,Lougheed,2014,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2015,All Families Income (Median),$,88500.00000
4807046,Lougheed,2015,Couple Families Income (Median),$,94510.00000
4807046,Lougheed,2015,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2016,All Families Income (Median),$,88500.00000
4807046,Lougheed,2016,Couple Families Income (Median),$,89740.00000
4807046,Lougheed,2016,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2017,All Families Income (Median),$,83520.00000
4807046,Lougheed,2017,Couple Families Income (Median),$,89500.00000
4807046,Lougheed,2017,Lone-Parent Income (Median),$,39720.00000
4807046,Lougheed,2018,All Families Income (Median),$,85570.00000
4807046,Lougheed,2018,Couple Families Income (Median),$,87220.00000
4807046,Lougheed,2018,Lone-Parent Income (Median),$,0.00000
4807046,Lougheed,2019,All Families Income (Median),$,88020.00000
4807046,Lougheed,2019,Couple Families Income (Median),$,93150.00000
4807046,Lougheed,2019,Lone-Parent Income (Median),$,0.00000
4808011,Red Deer,2000,All Families Income (Median),$,55200.00000
4808011,Red Deer,2000,Couple Families Income (Median),$,62100.00000
4808011,Red Deer,2000,Lone-Parent Income (Median),$,25200.00000
4808011,Red Deer,2001,All Families Income (Median),$,59500.00000
4808011,Red Deer,2001,Couple Families Income (Median),$,66500.00000
4808011,Red Deer,2001,Lone-Parent Income (Median),$,27700.00000
4808011,Red Deer,2002,All Families Income (Median),$,60900.00000
4808011,Red Deer,2002,Couple Families Income (Median),$,68100.00000
4808011,Red Deer,2002,Lone-Parent Income (Median),$,29200.00000
4808011,Red Deer,2003,All Families Income (Median),$,62100.00000
4808011,Red Deer,2003,Couple Families Income (Median),$,70300.00000
4808011,Red Deer,2003,Lone-Parent Income (Median),$,29200.00000
4808011,Red Deer,2004,All Families Income (Median),$,66400.00000
4808011,Red Deer,2004,Couple Families Income (Median),$,74400.00000
4808011,Red Deer,2004,Lone-Parent Income (Median),$,30200.00000
4808011,Red Deer,2005,All Families Income (Median),$,71700.00000
4808011,Red Deer,2005,Couple Families Income (Median),$,80000.00000
4808011,Red Deer,2005,Lone-Parent Income (Median),$,32000.00000
4808011,Red Deer,2006,All Families Income (Median),$,79600.00000
4808011,Red Deer,2006,Couple Families Income (Median),$,88000.00000
4808011,Red Deer,2006,Lone-Parent Income (Median),$,36400.00000
4808011,Red Deer,2007,All Families Income (Median),$,80810.00000
4808011,Red Deer,2007,Couple Families Income (Median),$,88450.00000
4808011,Red Deer,2007,Lone-Parent Income (Median),$,37630.00000
4808011,Red Deer,2008,All Families Income (Median),$,83430.00000
4808011,Red Deer,2008,Couple Families Income (Median),$,91860.00000
4808011,Red Deer,2008,Lone-Parent Income (Median),$,39090.00000
4808011,Red Deer,2009,All Families Income (Median),$,79940.00000
4808011,Red Deer,2009,Couple Families Income (Median),$,88330.00000
4808011,Red Deer,2009,Lone-Parent Income (Median),$,37820.00000
4808011,Red Deer,2010,All Families Income (Median),$,81470.00000
4808011,Red Deer,2010,Couple Families Income (Median),$,90950.00000
4808011,Red Deer,2010,Lone-Parent Income (Median),$,37260.00000
4808011,Red Deer,2011,All Families Income (Median),$,86260.00000
4808011,Red Deer,2011,Couple Families Income (Median),$,95850.00000
4808011,Red Deer,2011,Lone-Parent Income (Median),$,39540.00000
4808011,Red Deer,2012,All Families Income (Median),$,90920.00000
4808011,Red Deer,2012,Couple Families Income (Median),$,100430.00000
4808011,Red Deer,2012,Lone-Parent Income (Median),$,41410.00000
4808011,Red Deer,2013,All Families Income (Median),$,93010.00000
4808011,Red Deer,2013,Couple Families Income (Median),$,103180.00000
4808011,Red Deer,2013,Lone-Parent Income (Median),$,42930.00000
4808011,Red Deer,2014,All Families Income (Median),$,98530.00000
4808011,Red Deer,2014,Couple Families Income (Median),$,109120.00000
4808011,Red Deer,2014,Lone-Parent Income (Median),$,44830.00000
4808011,Red Deer,2015,All Families Income (Median),$,96700.00000
4808011,Red Deer,2015,Couple Families Income (Median),$,106440.00000
4808011,Red Deer,2015,Lone-Parent Income (Median),$,45460.00000
4808011,Red Deer,2016,All Families Income (Median),$,90750.00000
4808011,Red Deer,2016,Couple Families Income (Median),$,100370.00000
4808011,Red Deer,2016,Lone-Parent Income (Median),$,45170.00000
4808011,Red Deer,2017,All Families Income (Median),$,95630.00000
4808011,Red Deer,2017,Couple Families Income (Median),$,106070.00000
4808011,Red Deer,2017,Lone-Parent Income (Median),$,46380.00000
4808011,Red Deer,2018,All Families Income (Median),$,98320.00000
4808011,Red Deer,2018,Couple Families Income (Median),$,108760.00000
4808011,Red Deer,2018,Lone-Parent Income (Median),$,49820.00000
4808011,Red Deer,2019,All Families Income (Median),$,99110.00000
4808011,Red Deer,2019,Couple Families Income (Median),$,109980.00000
4808011,Red Deer,2019,Lone-Parent Income (Median),$,51380.00000
4808011,Red Deer,2020,All Families Income (Median),$,104000.00000
4808011,Red Deer,2020,Couple Families Income (Median),$,132000.00000
4808011,Red Deer,2020,Lone-Parent Income (Median),$,66500.00000
4805018,Strathmore,2000,All Families Income (Median),$,54200.00000
4805018,Strathmore,2000,Couple Families Income (Median),$,58200.00000
4805018,Strathmore,2000,Lone-Parent Income (Median),$,26100.00000
4805018,Strathmore,2001,All Families Income (Median),$,59800.00000
4805018,Strathmore,2001,Couple Families Income (Median),$,63900.00000
4805018,Strathmore,2001,Lone-Parent Income (Median),$,29600.00000
4805018,Strathmore,2002,All Families Income (Median),$,60300.00000
4805018,Strathmore,2002,Couple Families Income (Median),$,64400.00000
4805018,Strathmore,2002,Lone-Parent Income (Median),$,31000.00000
4805018,Strathmore,2003,All Families Income (Median),$,61900.00000
4805018,Strathmore,2003,Couple Families Income (Median),$,66200.00000
4805018,Strathmore,2003,Lone-Parent Income (Median),$,30100.00000
4805018,Strathmore,2004,All Families Income (Median),$,64600.00000
4805018,Strathmore,2004,Couple Families Income (Median),$,69400.00000
4805018,Strathmore,2004,Lone-Parent Income (Median),$,33300.00000
4805018,Strathmore,2005,All Families Income (Median),$,70700.00000
4805018,Strathmore,2005,Couple Families Income (Median),$,76200.00000
4805018,Strathmore,2005,Lone-Parent Income (Median),$,32700.00000
4805018,Strathmore,2006,All Families Income (Median),$,76800.00000
4805018,Strathmore,2006,Couple Families Income (Median),$,82700.00000
4805018,Strathmore,2006,Lone-Parent Income (Median),$,38800.00000
4805018,Strathmore,2007,All Families Income (Median),$,81250.00000
4805018,Strathmore,2007,Couple Families Income (Median),$,87280.00000
4805018,Strathmore,2007,Lone-Parent Income (Median),$,38430.00000
4805018,Strathmore,2008,All Families Income (Median),$,84890.00000
4805018,Strathmore,2008,Couple Families Income (Median),$,91290.00000
4805018,Strathmore,2008,Lone-Parent Income (Median),$,40760.00000
4805018,Strathmore,2009,All Families Income (Median),$,82490.00000
4805018,Strathmore,2009,Couple Families Income (Median),$,89310.00000
4805018,Strathmore,2009,Lone-Parent Income (Median),$,40120.00000
4805018,Strathmore,2010,All Families Income (Median),$,84730.00000
4805018,Strathmore,2010,Couple Families Income (Median),$,91460.00000
4805018,Strathmore,2010,Lone-Parent Income (Median),$,39890.00000
4805018,Strathmore,2011,All Families Income (Median),$,88030.00000
4805018,Strathmore,2011,Couple Families Income (Median),$,95300.00000
4805018,Strathmore,2011,Lone-Parent Income (Median),$,40020.00000
4805018,Strathmore,2012,All Families Income (Median),$,93700.00000
4805018,Strathmore,2012,Couple Families Income (Median),$,101900.00000
4805018,Strathmore,2012,Lone-Parent Income (Median),$,44040.00000
4805018,Strathmore,2013,All Families Income (Median),$,96090.00000
4805018,Strathmore,2013,Couple Families Income (Median),$,103520.00000
4805018,Strathmore,2013,Lone-Parent Income (Median),$,45790.00000
4805018,Strathmore,2014,All Families Income (Median),$,96680.00000
4805018,Strathmore,2014,Couple Families Income (Median),$,104750.00000
4805018,Strathmore,2014,Lone-Parent Income (Median),$,43330.00000
4805018,Strathmore,2015,All Families Income (Median),$,95890.00000
4805018,Strathmore,2015,Couple Families Income (Median),$,104530.00000
4805018,Strathmore,2015,Lone-Parent Income (Median),$,47220.00000
4805018,Strathmore,2016,All Families Income (Median),$,93050.00000
4805018,Strathmore,2016,Couple Families Income (Median),$,100380.00000
4805018,Strathmore,2016,Lone-Parent Income (Median),$,44530.00000
4805018,Strathmore,2017,All Families Income (Median),$,97220.00000
4805018,Strathmore,2017,Couple Families Income (Median),$,105340.00000
4805018,Strathmore,2017,Lone-Parent Income (Median),$,46250.00000
4805018,Strathmore,2018,All Families Income (Median),$,99950.00000
4805018,Strathmore,2018,Couple Families Income (Median),$,108600.00000
4805018,Strathmore,2018,Lone-Parent Income (Median),$,47330.00000
4805018,Strathmore,2019,All Families Income (Median),$,101670.00000
4805018,Strathmore,2019,Couple Families Income (Median),$,110150.00000
4805018,Strathmore,2019,Lone-Parent Income (Median),$,54860.00000
4805018,Strathmore,2020,All Families Income (Median),$,106000.00000
4805018,Strathmore,2020,Couple Families Income (Median),$,137000.00000
4805018,Strathmore,2020,Lone-Parent Income (Median),$,68000.00000
4805019,Hussar,2000,All Families Income (Median),$,43400.00000
4805019,Hussar,2000,Couple Families Income (Median),$,43500.00000
4805019,Hussar,2000,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2001,All Families Income (Median),$,52900.00000
4805019,Hussar,2001,Couple Families Income (Median),$,55100.00000
4805019,Hussar,2001,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2002,All Families Income (Median),$,50400.00000
4805019,Hussar,2002,Couple Families Income (Median),$,53000.00000
4805019,Hussar,2002,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2003,All Families Income (Median),$,47100.00000
4805019,Hussar,2003,Couple Families Income (Median),$,49300.00000
4805019,Hussar,2003,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2004,All Families Income (Median),$,58200.00000
4805019,Hussar,2004,Couple Families Income (Median),$,59400.00000
4805019,Hussar,2004,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2005,All Families Income (Median),$,57800.00000
4805019,Hussar,2005,Couple Families Income (Median),$,62400.00000
4805019,Hussar,2005,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2006,All Families Income (Median),$,60400.00000
4805019,Hussar,2006,Couple Families Income (Median),$,66300.00000
4805019,Hussar,2006,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2007,All Families Income (Median),$,69720.00000
4805019,Hussar,2007,Couple Families Income (Median),$,71720.00000
4805019,Hussar,2007,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2008,All Families Income (Median),$,75270.00000
4805019,Hussar,2008,Couple Families Income (Median),$,78790.00000
4805019,Hussar,2008,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2009,All Families Income (Median),$,80560.00000
4805019,Hussar,2009,Couple Families Income (Median),$,82210.00000
4805019,Hussar,2009,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2010,All Families Income (Median),$,82600.00000
4805019,Hussar,2010,Couple Families Income (Median),$,85020.00000
4805019,Hussar,2010,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2011,All Families Income (Median),$,89340.00000
4805019,Hussar,2011,Couple Families Income (Median),$,90470.00000
4805019,Hussar,2011,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2012,All Families Income (Median),$,91720.00000
4805019,Hussar,2012,Couple Families Income (Median),$,93920.00000
4805019,Hussar,2012,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2013,All Families Income (Median),$,96940.00000
4805019,Hussar,2013,Couple Families Income (Median),$,101240.00000
4805019,Hussar,2013,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2014,All Families Income (Median),$,86900.00000
4805019,Hussar,2014,Couple Families Income (Median),$,90960.00000
4805019,Hussar,2014,Lone-Parent Income (Median),$,0.00000
4805019,Hussar,2015,All Families Income (Median),$,79760.00000
4805019,Hussar,2015,Couple Families Income (Median),$,84800.00000
4805019,Hussar,2015,Lone-Parent Income (Median),$,45270.00000
4805019,Hussar,2016,All Families Income (Median),$,85690.00000
4805019,Hussar,2016,Couple Families Income (Median),$,92440.00000
4805019,Hussar,2016,Lone-Parent Income (Median),$,36470.00000
4805019,Hussar,2017,All Families Income (Median),$,92230.00000
4805019,Hussar,2017,Couple Families Income (Median),$,94630.00000
4805019,Hussar,2017,Lone-Parent Income (Median),$,36900.00000
4805019,Hussar,2018,All Families Income (Median),$,84100.00000
4805019,Hussar,2018,Couple Families Income (Median),$,86670.00000
4805019,Hussar,2018,Lone-Parent Income (Median),$,33220.00000
4805019,Hussar,2019,All Families Income (Median),$,87680.00000
4805019,Hussar,2019,Couple Families Income (Median),$,88380.00000
4805019,Hussar,2019,Lone-Parent Income (Median),$,0.00000
4805021,Standard,2000,All Families Income (Median),$,52000.00000
4805021,Standard,2000,Couple Families Income (Median),$,54100.00000
4805021,Standard,2000,Lone-Parent Income (Median),$,0.00000
4805021,Standard,2001,All Families Income (Median),$,55600.00000
4805021,Standard,2001,Couple Families Income (Median),$,57500.00000
4805021,Standard,2001,Lone-Parent Income (Median),$,31800.00000
4805021,Standard,2002,All Families Income (Median),$,61100.00000
4805021,Standard,2002,Couple Families Income (Median),$,62100.00000
4805021,Standard,2002,Lone-Parent Income (Median),$,26200.00000
4805021,Standard,2003,All Families Income (Median),$,63000.00000
4805021,Standard,2003,Couple Families Income (Median),$,65500.00000
4805021,Standard,2003,Lone-Parent Income (Median),$,0.00000
4805021,Standard,2004,All Families Income (Median),$,61700.00000
4805021,Standard,2004,Couple Families Income (Median),$,66600.00000
4805021,Standard,2004,Lone-Parent Income (Median),$,37100.00000
4805021,Standard,2005,All Families Income (Median),$,71500.00000
4805021,Standard,2005,Couple Families Income (Median),$,77400.00000
4805021,Standard,2005,Lone-Parent Income (Median),$,31300.00000
4805021,Standard,2006,All Families Income (Median),$,73900.00000
4805021,Standard,2006,Couple Families Income (Median),$,77800.00000
4805021,Standard,2006,Lone-Parent Income (Median),$,35200.00000
4805021,Standard,2007,All Families Income (Median),$,77380.00000
4805021,Standard,2007,Couple Families Income (Median),$,81090.00000
4805021,Standard,2007,Lone-Parent Income (Median),$,29830.00000
4805021,Standard,2008,All Families Income (Median),$,84840.00000
4805021,Standard,2008,Couple Families Income (Median),$,88460.00000
4805021,Standard,2008,Lone-Parent Income (Median),$,28830.00000
4805021,Standard,2009,All Families Income (Median),$,84310.00000
4805021,Standard,2009,Couple Families Income (Median),$,90160.00000
4805021,Standard,2009,Lone-Parent Income (Median),$,27480.00000
4805021,Standard,2010,All Families Income (Median),$,83620.00000
4805021,Standard,2010,Couple Families Income (Median),$,86170.00000
4805021,Standard,2010,Lone-Parent Income (Median),$,43260.00000
4805021,Standard,2011,All Families Income (Median),$,91060.00000
4805021,Standard,2011,Couple Families Income (Median),$,96610.00000
4805021,Standard,2011,Lone-Parent Income (Median),$,37560.00000
4805021,Standard,2012,All Families Income (Median),$,92600.00000
4805021,Standard,2012,Couple Families Income (Median),$,97490.00000
4805021,Standard,2012,Lone-Parent Income (Median),$,44320.00000
4805021,Standard,2013,All Families Income (Median),$,105150.00000
4805021,Standard,2013,Couple Families Income (Median),$,112430.00000
4805021,Standard,2013,Lone-Parent Income (Median),$,50420.00000
4805021,Standard,2014,All Families Income (Median),$,95710.00000
4805021,Standard,2014,Couple Families Income (Median),$,99390.00000
4805021,Standard,2014,Lone-Parent Income (Median),$,53250.00000
4805021,Standard,2015,All Families Income (Median),$,89270.00000
4805021,Standard,2015,Couple Families Income (Median),$,95500.00000
4805021,Standard,2015,Lone-Parent Income (Median),$,45280.00000
4805021,Standard,2016,All Families Income (Median),$,87380.00000
4805021,Standard,2016,Couple Families Income (Median),$,93250.00000
4805021,Standard,2016,Lone-Parent Income (Median),$,34850.00000
4805021,Standard,2017,All Families Income (Median),$,90200.00000
4805021,Standard,2017,Couple Families Income (Median),$,96190.00000
4805021,Standard,2017,Lone-Parent Income (Median),$,48990.00000
4805021,Standard,2018,All Families Income (Median),$,92170.00000
4805021,Standard,2018,Couple Families Income (Median),$,97880.00000
4805021,Standard,2018,Lone-Parent Income (Median),$,49670.00000
4805021,Standard,2019,All Families Income (Median),$,91780.00000
4805021,Standard,2019,Couple Families Income (Median),$,96630.00000
4805021,Standard,2019,Lone-Parent Income (Median),$,74850.00000
4805021,Standard,2020,All Families Income (Median),$,93000.00000
4805021,Standard,2020,Couple Families Income (Median),$,120000.00000
4805022,Rockyford,2000,All Families Income (Median),$,45000.00000
4805022,Rockyford,2000,Couple Families Income (Median),$,49100.00000
4805022,Rockyford,2000,Lone-Parent Income (Median),$,19900.00000
4805022,Rockyford,2001,All Families Income (Median),$,48100.00000
4805022,Rockyford,2001,Couple Families Income (Median),$,52600.00000
4805022,Rockyford,2001,Lone-Parent Income (Median),$,20500.00000
4805022,Rockyford,2002,All Families Income (Median),$,49600.00000
4805022,Rockyford,2002,Couple Families Income (Median),$,51400.00000
4805022,Rockyford,2002,Lone-Parent Income (Median),$,0.00000
4805022,Rockyford,2003,All Families Income (Median),$,48000.00000
4805022,Rockyford,2003,Couple Families Income (Median),$,52000.00000
4805022,Rockyford,2003,Lone-Parent Income (Median),$,0.00000
4805022,Rockyford,2004,All Families Income (Median),$,48000.00000
4805022,Rockyford,2004,Couple Families Income (Median),$,50900.00000
4805022,Rockyford,2004,Lone-Parent Income (Median),$,27500.00000
4805022,Rockyford,2005,All Families Income (Median),$,54400.00000
4805022,Rockyford,2005,Couple Families Income (Median),$,58800.00000
4805022,Rockyford,2005,Lone-Parent Income (Median),$,27900.00000
4805022,Rockyford,2006,All Families Income (Median),$,57300.00000
4805022,Rockyford,2006,Couple Families Income (Median),$,60500.00000
4805022,Rockyford,2006,Lone-Parent Income (Median),$,32000.00000
4805022,Rockyford,2007,All Families Income (Median),$,70390.00000
4805022,Rockyford,2007,Couple Families Income (Median),$,71780.00000
4805022,Rockyford,2007,Lone-Parent Income (Median),$,35230.00000
4805022,Rockyford,2008,All Families Income (Median),$,70320.00000
4805022,Rockyford,2008,Couple Families Income (Median),$,73600.00000
4805022,Rockyford,2008,Lone-Parent Income (Median),$,38390.00000
4805022,Rockyford,2009,All Families Income (Median),$,68970.00000
4805022,Rockyford,2009,Couple Families Income (Median),$,73480.00000
4805022,Rockyford,2009,Lone-Parent Income (Median),$,27210.00000
4805022,Rockyford,2010,All Families Income (Median),$,76270.00000
4805022,Rockyford,2010,Couple Families Income (Median),$,80080.00000
4805022,Rockyford,2010,Lone-Parent Income (Median),$,31720.00000
4805022,Rockyford,2011,All Families Income (Median),$,76360.00000
4805022,Rockyford,2011,Couple Families Income (Median),$,79920.00000
4805022,Rockyford,2011,Lone-Parent Income (Median),$,40370.00000
4805022,Rockyford,2012,All Families Income (Median),$,83650.00000
4805022,Rockyford,2012,Couple Families Income (Median),$,88250.00000
4805022,Rockyford,2012,Lone-Parent Income (Median),$,39980.00000
4805022,Rockyford,2013,All Families Income (Median),$,83000.00000
4805022,Rockyford,2013,Couple Families Income (Median),$,87030.00000
4805022,Rockyford,2013,Lone-Parent Income (Median),$,40570.00000
4805022,Rockyford,2014,All Families Income (Median),$,84810.00000
4805022,Rockyford,2014,Couple Families Income (Median),$,86260.00000
4805022,Rockyford,2014,Lone-Parent Income (Median),$,43330.00000
4805022,Rockyford,2015,All Families Income (Median),$,85340.00000
4805022,Rockyford,2015,Couple Families Income (Median),$,85700.00000
4805022,Rockyford,2015,Lone-Parent Income (Median),$,69570.00000
4805022,Rockyford,2016,All Families Income (Median),$,82190.00000
4805022,Rockyford,2016,Couple Families Income (Median),$,82750.00000
4805022,Rockyford,2016,Lone-Parent Income (Median),$,68010.00000
4805022,Rockyford,2017,All Families Income (Median),$,87660.00000
4805022,Rockyford,2017,Couple Families Income (Median),$,90610.00000
4805022,Rockyford,2017,Lone-Parent Income (Median),$,50490.00000
4805022,Rockyford,2018,All Families Income (Median),$,87070.00000
4805022,Rockyford,2018,Couple Families Income (Median),$,90180.00000
4805022,Rockyford,2018,Lone-Parent Income (Median),$,43280.00000
4805022,Rockyford,2019,All Families Income (Median),$,86420.00000
4805022,Rockyford,2019,Couple Families Income (Median),$,89390.00000
4805022,Rockyford,2019,Lone-Parent Income (Median),$,46300.00000
4805022,Rockyford,2020,All Families Income (Median),$,85000.00000
4805022,Rockyford,2020,Couple Families Income (Median),$,101000.00000
4805026,Drumheller,2000,All Families Income (Median),$,49312.60163
4805026,Drumheller,2000,Couple Families Income (Median),$,54062.20096
4805026,Drumheller,2000,Lone-Parent Income (Median),$,21250.00000
4805026,Drumheller,2001,All Families Income (Median),$,54196.23431
4805026,Drumheller,2001,Couple Families Income (Median),$,60164.00000
4805026,Drumheller,2001,Lone-Parent Income (Median),$,26186.84211
4805026,Drumheller,2002,All Families Income (Median),$,55122.08333
4805026,Drumheller,2002,Couple Families Income (Median),$,61476.84729
