CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4802014,Nobleford,2009,Lone-Parent Income (Median),$,40990.00000
4802014,Nobleford,2010,All Families Income (Median),$,66450.00000
4802014,Nobleford,2010,Couple Families Income (Median),$,69240.00000
4802014,Nobleford,2010,Lone-Parent Income (Median),$,30260.00000
4802014,Nobleford,2011,All Families Income (Median),$,70590.00000
4802014,Nobleford,2011,Couple Families Income (Median),$,71420.00000
4802014,Nobleford,2011,Lone-Parent Income (Median),$,36450.00000
4802014,Nobleford,2012,All Families Income (Median),$,72430.00000
4802014,Nobleford,2012,Couple Families Income (Median),$,73620.00000
4802014,Nobleford,2012,Lone-Parent Income (Median),$,38910.00000
4802014,Nobleford,2013,All Families Income (Median),$,74640.00000
4802014,Nobleford,2013,Couple Families Income (Median),$,76260.00000
4802014,Nobleford,2013,Lone-Parent Income (Median),$,32780.00000
4802014,Nobleford,2014,All Families Income (Median),$,78880.00000
4802014,Nobleford,2014,Couple Families Income (Median),$,79950.00000
4802014,Nobleford,2014,Lone-Parent Income (Median),$,37740.00000
4802014,Nobleford,2015,All Families Income (Median),$,78990.00000
4802014,Nobleford,2015,Couple Families Income (Median),$,81770.00000
4802014,Nobleford,2015,Lone-Parent Income (Median),$,42210.00000
4802014,Nobleford,2016,All Families Income (Median),$,79830.00000
4802014,Nobleford,2016,Couple Families Income (Median),$,81230.00000
4802014,Nobleford,2016,Lone-Parent Income (Median),$,56630.00000
4802014,Nobleford,2017,All Families Income (Median),$,83680.00000
4802014,Nobleford,2017,Couple Families Income (Median),$,86050.00000
4802014,Nobleford,2017,Lone-Parent Income (Median),$,32950.00000
4802014,Nobleford,2018,All Families Income (Median),$,89640.00000
4802014,Nobleford,2018,Couple Families Income (Median),$,94130.00000
4802014,Nobleford,2018,Lone-Parent Income (Median),$,30180.00000
4802014,Nobleford,2019,All Families Income (Median),$,92480.00000
4802014,Nobleford,2019,Couple Families Income (Median),$,95580.00000
4802014,Nobleford,2019,Lone-Parent Income (Median),$,48430.00000
4802014,Nobleford,2020,All Families Income (Median),$,94000.00000
4802014,Nobleford,2020,Couple Families Income (Median),$,101000.00000
4802014,Nobleford,2020,Lone-Parent Income (Median),$,56400.00000
4802036,Duchess,2000,All Families Income (Median),$,51700.00000
4802036,Duchess,2000,Couple Families Income (Median),$,54600.00000
4802036,Duchess,2000,Lone-Parent Income (Median),$,29000.00000
4802036,Duchess,2001,All Families Income (Median),$,62500.00000
4802036,Duchess,2001,Couple Families Income (Median),$,65300.00000
4802036,Duchess,2001,Lone-Parent Income (Median),$,32900.00000
4802036,Duchess,2002,All Families Income (Median),$,63300.00000
4802036,Duchess,2002,Couple Families Income (Median),$,66100.00000
4802036,Duchess,2002,Lone-Parent Income (Median),$,37000.00000
4802036,Duchess,2003,All Families Income (Median),$,68000.00000
4802036,Duchess,2003,Couple Families Income (Median),$,70100.00000
4802036,Duchess,2003,Lone-Parent Income (Median),$,28800.00000
4802036,Duchess,2004,All Families Income (Median),$,71100.00000
4802036,Duchess,2004,Couple Families Income (Median),$,74600.00000
4802036,Duchess,2004,Lone-Parent Income (Median),$,30500.00000
4802036,Duchess,2005,All Families Income (Median),$,76100.00000
4802036,Duchess,2005,Couple Families Income (Median),$,80600.00000
4802036,Duchess,2005,Lone-Parent Income (Median),$,40300.00000
4802036,Duchess,2006,All Families Income (Median),$,85300.00000
4802036,Duchess,2006,Couple Families Income (Median),$,88000.00000
4802036,Duchess,2006,Lone-Parent Income (Median),$,42500.00000
4802036,Duchess,2007,All Families Income (Median),$,87200.00000
4802036,Duchess,2007,Couple Families Income (Median),$,89810.00000
4802036,Duchess,2007,Lone-Parent Income (Median),$,35390.00000
4802036,Duchess,2008,All Families Income (Median),$,86560.00000
4802036,Duchess,2008,Couple Families Income (Median),$,92140.00000
4802036,Duchess,2008,Lone-Parent Income (Median),$,34210.00000
4802036,Duchess,2009,All Families Income (Median),$,81020.00000
4802036,Duchess,2009,Couple Families Income (Median),$,86110.00000
4802036,Duchess,2009,Lone-Parent Income (Median),$,38370.00000
4802036,Duchess,2010,All Families Income (Median),$,84510.00000
4802036,Duchess,2010,Couple Families Income (Median),$,92640.00000
4802036,Duchess,2010,Lone-Parent Income (Median),$,38310.00000
4802036,Duchess,2011,All Families Income (Median),$,90010.00000
4802036,Duchess,2011,Couple Families Income (Median),$,95890.00000
4802036,Duchess,2011,Lone-Parent Income (Median),$,43930.00000
4802036,Duchess,2012,All Families Income (Median),$,95650.00000
4802036,Duchess,2012,Couple Families Income (Median),$,101670.00000
4802036,Duchess,2012,Lone-Parent Income (Median),$,44680.00000
4802036,Duchess,2013,All Families Income (Median),$,94520.00000
4802036,Duchess,2013,Couple Families Income (Median),$,98300.00000
4802036,Duchess,2013,Lone-Parent Income (Median),$,48750.00000
4802036,Duchess,2014,All Families Income (Median),$,100650.00000
4802036,Duchess,2014,Couple Families Income (Median),$,107030.00000
4802036,Duchess,2014,Lone-Parent Income (Median),$,42700.00000
4802036,Duchess,2015,All Families Income (Median),$,96920.00000
4802036,Duchess,2015,Couple Families Income (Median),$,103120.00000
4802036,Duchess,2015,Lone-Parent Income (Median),$,51030.00000
4802036,Duchess,2016,All Families Income (Median),$,91360.00000
4802036,Duchess,2016,Couple Families Income (Median),$,94360.00000
4802036,Duchess,2016,Lone-Parent Income (Median),$,52930.00000
4802036,Duchess,2017,All Families Income (Median),$,95220.00000
4802036,Duchess,2017,Couple Families Income (Median),$,99240.00000
4802036,Duchess,2017,Lone-Parent Income (Median),$,49040.00000
4802036,Duchess,2018,All Families Income (Median),$,98810.00000
4802036,Duchess,2018,Couple Families Income (Median),$,105000.00000
4802036,Duchess,2018,Lone-Parent Income (Median),$,52930.00000
4802036,Duchess,2019,All Families Income (Median),$,101620.00000
4802036,Duchess,2019,Couple Families Income (Median),$,107730.00000
4802036,Duchess,2019,Lone-Parent Income (Median),$,67280.00000
4802036,Duchess,2020,All Families Income (Median),$,103000.00000
4802036,Duchess,2020,Couple Families Income (Median),$,119000.00000
4802036,Duchess,2020,Lone-Parent Income (Median),$,71000.00000
4802038,Rosemary,2000,All Families Income (Median),$,52400.00000
4802038,Rosemary,2000,Couple Families Income (Median),$,55100.00000
4802038,Rosemary,2000,Lone-Parent Income (Median),$,0.00000
4802038,Rosemary,2001,All Families Income (Median),$,51700.00000
4802038,Rosemary,2001,Couple Families Income (Median),$,55300.00000
4802038,Rosemary,2001,Lone-Parent Income (Median),$,0.00000
4802038,Rosemary,2002,All Families Income (Median),$,51700.00000
4802038,Rosemary,2002,Couple Families Income (Median),$,56500.00000
4802038,Rosemary,2002,Lone-Parent Income (Median),$,0.00000
4802038,Rosemary,2003,All Families Income (Median),$,55500.00000
4802038,Rosemary,2003,Couple Families Income (Median),$,57600.00000
4802038,Rosemary,2003,Lone-Parent Income (Median),$,0.00000
4802038,Rosemary,2004,All Families Income (Median),$,63400.00000
4802038,Rosemary,2004,Couple Families Income (Median),$,66000.00000
4802038,Rosemary,2004,Lone-Parent Income (Median),$,0.00000
4802038,Rosemary,2005,All Families Income (Median),$,67000.00000
4802038,Rosemary,2005,Couple Families Income (Median),$,72800.00000
4802038,Rosemary,2005,Lone-Parent Income (Median),$,0.00000
4802038,Rosemary,2006,All Families Income (Median),$,65200.00000
4802038,Rosemary,2006,Couple Families Income (Median),$,67500.00000
4802038,Rosemary,2006,Lone-Parent Income (Median),$,0.00000
4802038,Rosemary,2007,All Families Income (Median),$,67330.00000
4802038,Rosemary,2007,Couple Families Income (Median),$,70950.00000
4802038,Rosemary,2007,Lone-Parent Income (Median),$,32210.00000
4802038,Rosemary,2008,All Families Income (Median),$,77720.00000
4802038,Rosemary,2008,Couple Families Income (Median),$,81500.00000
4802038,Rosemary,2008,Lone-Parent Income (Median),$,0.00000
4802038,Rosemary,2009,All Families Income (Median),$,71390.00000
4802038,Rosemary,2009,Couple Families Income (Median),$,74450.00000
4802038,Rosemary,2009,Lone-Parent Income (Median),$,27180.00000
4802038,Rosemary,2010,All Families Income (Median),$,72950.00000
4802038,Rosemary,2010,Couple Families Income (Median),$,75000.00000
4802038,Rosemary,2010,Lone-Parent Income (Median),$,37310.00000
4802038,Rosemary,2011,All Families Income (Median),$,80360.00000
4802038,Rosemary,2011,Couple Families Income (Median),$,83810.00000
4802038,Rosemary,2011,Lone-Parent Income (Median),$,36210.00000
4802038,Rosemary,2012,All Families Income (Median),$,85820.00000
4802038,Rosemary,2012,Couple Families Income (Median),$,89800.00000
4802038,Rosemary,2012,Lone-Parent Income (Median),$,39230.00000
4802038,Rosemary,2013,All Families Income (Median),$,88240.00000
4802038,Rosemary,2013,Couple Families Income (Median),$,92660.00000
4802038,Rosemary,2013,Lone-Parent Income (Median),$,43790.00000
4802038,Rosemary,2014,All Families Income (Median),$,98350.00000
4802038,Rosemary,2014,Couple Families Income (Median),$,103090.00000
4802038,Rosemary,2014,Lone-Parent Income (Median),$,55080.00000
4802038,Rosemary,2015,All Families Income (Median),$,90380.00000
4802038,Rosemary,2015,Couple Families Income (Median),$,97470.00000
4802038,Rosemary,2015,Lone-Parent Income (Median),$,39400.00000
4802038,Rosemary,2016,All Families Income (Median),$,90360.00000
4802038,Rosemary,2016,Couple Families Income (Median),$,96280.00000
4802038,Rosemary,2016,Lone-Parent Income (Median),$,38280.00000
4802038,Rosemary,2017,All Families Income (Median),$,93230.00000
4802038,Rosemary,2017,Couple Families Income (Median),$,97880.00000
4802038,Rosemary,2017,Lone-Parent Income (Median),$,44130.00000
4802038,Rosemary,2018,All Families Income (Median),$,94120.00000
4802038,Rosemary,2018,Couple Families Income (Median),$,101560.00000
4802038,Rosemary,2018,Lone-Parent Income (Median),$,53800.00000
4802038,Rosemary,2019,All Families Income (Median),$,102140.00000
4802038,Rosemary,2019,Couple Families Income (Median),$,105090.00000
4802038,Rosemary,2019,Lone-Parent Income (Median),$,62830.00000
4802038,Rosemary,2020,All Families Income (Median),$,98000.00000
4802038,Rosemary,2020,Couple Families Income (Median),$,113000.00000
4802039,Bassano,2000,All Families Income (Median),$,45400.00000
4802039,Bassano,2000,Couple Families Income (Median),$,46600.00000
4802039,Bassano,2000,Lone-Parent Income (Median),$,32600.00000
4802039,Bassano,2001,All Families Income (Median),$,51900.00000
4802039,Bassano,2001,Couple Families Income (Median),$,55400.00000
4802039,Bassano,2001,Lone-Parent Income (Median),$,34300.00000
4802039,Bassano,2002,All Families Income (Median),$,54100.00000
4802039,Bassano,2002,Couple Families Income (Median),$,56000.00000
4802039,Bassano,2002,Lone-Parent Income (Median),$,33600.00000
4802039,Bassano,2003,All Families Income (Median),$,53100.00000
4802039,Bassano,2003,Couple Families Income (Median),$,56700.00000
4802039,Bassano,2003,Lone-Parent Income (Median),$,27800.00000
4802039,Bassano,2004,All Families Income (Median),$,57100.00000
4802039,Bassano,2004,Couple Families Income (Median),$,61500.00000
4802039,Bassano,2004,Lone-Parent Income (Median),$,27600.00000
4802039,Bassano,2005,All Families Income (Median),$,57900.00000
4802039,Bassano,2005,Couple Families Income (Median),$,61000.00000
4802039,Bassano,2005,Lone-Parent Income (Median),$,32000.00000
4802039,Bassano,2006,All Families Income (Median),$,62600.00000
4802039,Bassano,2006,Couple Families Income (Median),$,66900.00000
4802039,Bassano,2006,Lone-Parent Income (Median),$,33200.00000
4802039,Bassano,2007,All Families Income (Median),$,65210.00000
4802039,Bassano,2007,Couple Families Income (Median),$,69800.00000
4802039,Bassano,2007,Lone-Parent Income (Median),$,29860.00000
4802039,Bassano,2008,All Families Income (Median),$,71010.00000
4802039,Bassano,2008,Couple Families Income (Median),$,75870.00000
4802039,Bassano,2008,Lone-Parent Income (Median),$,39620.00000
4802039,Bassano,2009,All Families Income (Median),$,65390.00000
4802039,Bassano,2009,Couple Families Income (Median),$,71310.00000
4802039,Bassano,2009,Lone-Parent Income (Median),$,34940.00000
4802039,Bassano,2010,All Families Income (Median),$,66600.00000
4802039,Bassano,2010,Couple Families Income (Median),$,73610.00000
4802039,Bassano,2010,Lone-Parent Income (Median),$,34570.00000
4802039,Bassano,2011,All Families Income (Median),$,72830.00000
4802039,Bassano,2011,Couple Families Income (Median),$,79170.00000
4802039,Bassano,2011,Lone-Parent Income (Median),$,36500.00000
4802039,Bassano,2012,All Families Income (Median),$,76820.00000
4802039,Bassano,2012,Couple Families Income (Median),$,83050.00000
4802039,Bassano,2012,Lone-Parent Income (Median),$,41870.00000
4802039,Bassano,2013,All Families Income (Median),$,78080.00000
4802039,Bassano,2013,Couple Families Income (Median),$,80380.00000
4802039,Bassano,2013,Lone-Parent Income (Median),$,40170.00000
4802039,Bassano,2014,All Families Income (Median),$,77560.00000
4802039,Bassano,2014,Couple Families Income (Median),$,81410.00000
4802039,Bassano,2014,Lone-Parent Income (Median),$,46740.00000
4802039,Bassano,2015,All Families Income (Median),$,74100.00000
4802039,Bassano,2015,Couple Families Income (Median),$,78860.00000
4802039,Bassano,2015,Lone-Parent Income (Median),$,45760.00000
4802039,Bassano,2016,All Families Income (Median),$,73380.00000
4802039,Bassano,2016,Couple Families Income (Median),$,81400.00000
4802039,Bassano,2016,Lone-Parent Income (Median),$,40030.00000
4802039,Bassano,2017,All Families Income (Median),$,74790.00000
4802039,Bassano,2017,Couple Families Income (Median),$,83300.00000
4802039,Bassano,2017,Lone-Parent Income (Median),$,42600.00000
4802039,Bassano,2018,All Families Income (Median),$,77650.00000
4802039,Bassano,2018,Couple Families Income (Median),$,81450.00000
4802039,Bassano,2018,Lone-Parent Income (Median),$,43520.00000
4802039,Bassano,2019,All Families Income (Median),$,74670.00000
4802039,Bassano,2019,Couple Families Income (Median),$,77860.00000
4802039,Bassano,2019,Lone-Parent Income (Median),$,48960.00000
4802039,Bassano,2020,All Families Income (Median),$,85000.00000
4802039,Bassano,2020,Couple Families Income (Median),$,123000.00000
4802039,Bassano,2020,Lone-Parent Income (Median),$,56800.00000
4803001,Cardston County,2000,All Families Income (Median),$,40668.96552
4803001,Cardston County,2000,Couple Families Income (Median),$,43011.53846
4803001,Cardston County,2000,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2001,All Families Income (Median),$,41900.00000
4803001,Cardston County,2001,Couple Families Income (Median),$,43358.33333
4803001,Cardston County,2001,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2002,All Families Income (Median),$,44062.96296
4803001,Cardston County,2002,Couple Families Income (Median),$,44752.00000
4803001,Cardston County,2002,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2003,All Families Income (Median),$,43062.96296
4803001,Cardston County,2003,Couple Families Income (Median),$,44874.07407
4803001,Cardston County,2003,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2004,All Families Income (Median),$,45267.85714
4803001,Cardston County,2004,Couple Families Income (Median),$,46064.00000
4803001,Cardston County,2004,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2005,All Families Income (Median),$,50685.18519
4803001,Cardston County,2005,Couple Families Income (Median),$,54916.66667
4803001,Cardston County,2005,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2006,All Families Income (Median),$,56268.96552
4803001,Cardston County,2006,Couple Families Income (Median),$,56841.37931
4803001,Cardston County,2006,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2007,All Families Income (Median),$,53896.47059
4803001,Cardston County,2007,Couple Families Income (Median),$,57525.62500
4803001,Cardston County,2007,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2008,All Families Income (Median),$,60228.23529
4803001,Cardston County,2008,Couple Families Income (Median),$,64324.19355
4803001,Cardston County,2008,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2009,All Families Income (Median),$,60968.28571
4803001,Cardston County,2009,Couple Families Income (Median),$,63314.06250
4803001,Cardston County,2009,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2010,All Families Income (Median),$,59485.58824
4803001,Cardston County,2010,Couple Families Income (Median),$,61919.68750
4803001,Cardston County,2010,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2011,All Families Income (Median),$,69500.34483
4803001,Cardston County,2011,Couple Families Income (Median),$,72392.50000
4803001,Cardston County,2011,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2012,All Families Income (Median),$,72087.74194
4803001,Cardston County,2012,Couple Families Income (Median),$,74975.51724
4803001,Cardston County,2012,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2013,All Families Income (Median),$,74390.96774
4803001,Cardston County,2013,Couple Families Income (Median),$,76825.86207
4803001,Cardston County,2013,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2014,All Families Income (Median),$,73277.64706
4803001,Cardston County,2014,Couple Families Income (Median),$,74980.64516
4803001,Cardston County,2014,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2015,All Families Income (Median),$,75060.88235
4803001,Cardston County,2015,Couple Families Income (Median),$,79776.12903
4803001,Cardston County,2015,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2016,All Families Income (Median),$,78593.42105
4803001,Cardston County,2016,Couple Families Income (Median),$,81618.88889
4803001,Cardston County,2016,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2017,All Families Income (Median),$,74894.87179
4803001,Cardston County,2017,Couple Families Income (Median),$,77940.83333
4803001,Cardston County,2017,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2018,All Families Income (Median),$,78334.05405
4803001,Cardston County,2018,Couple Families Income (Median),$,81478.88889
4803001,Cardston County,2018,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2019,All Families Income (Median),$,80877.36842
4803001,Cardston County,2019,Couple Families Income (Median),$,83225.00000
4803001,Cardston County,2019,Lone-Parent Income (Median),$,0.00000
4803001,Cardston County,2020,All Families Income (Median),$,101000.00000
4803001,Cardston County,2020,Couple Families Income (Median),$,122000.00000
4803001,Cardston County,2020,Lone-Parent Income (Median),$,76000.00000
4803002,Magrath,2000,All Families Income (Median),$,41500.00000
4803002,Magrath,2000,Couple Families Income (Median),$,43000.00000
4803002,Magrath,2000,Lone-Parent Income (Median),$,25500.00000
4803002,Magrath,2001,All Families Income (Median),$,45900.00000
4803002,Magrath,2001,Couple Families Income (Median),$,48400.00000
4803002,Magrath,2001,Lone-Parent Income (Median),$,27300.00000
4803002,Magrath,2002,All Families Income (Median),$,47800.00000
4803002,Magrath,2002,Couple Families Income (Median),$,50700.00000
4803002,Magrath,2002,Lone-Parent Income (Median),$,29500.00000
4803002,Magrath,2003,All Families Income (Median),$,50600.00000
4803002,Magrath,2003,Couple Families Income (Median),$,53500.00000
4803002,Magrath,2003,Lone-Parent Income (Median),$,30800.00000
4803002,Magrath,2004,All Families Income (Median),$,48200.00000
4803002,Magrath,2004,Couple Families Income (Median),$,52100.00000
4803002,Magrath,2004,Lone-Parent Income (Median),$,28900.00000
4803002,Magrath,2005,All Families Income (Median),$,53000.00000
4803002,Magrath,2005,Couple Families Income (Median),$,56500.00000
4803002,Magrath,2005,Lone-Parent Income (Median),$,26600.00000
4803002,Magrath,2006,All Families Income (Median),$,56900.00000
4803002,Magrath,2006,Couple Families Income (Median),$,60100.00000
4803002,Magrath,2006,Lone-Parent Income (Median),$,34900.00000
4803002,Magrath,2007,All Families Income (Median),$,61210.00000
4803002,Magrath,2007,Couple Families Income (Median),$,64410.00000
4803002,Magrath,2007,Lone-Parent Income (Median),$,36110.00000
4803002,Magrath,2008,All Families Income (Median),$,64500.00000
4803002,Magrath,2008,Couple Families Income (Median),$,67730.00000
4803002,Magrath,2008,Lone-Parent Income (Median),$,38330.00000
4803002,Magrath,2009,All Families Income (Median),$,64730.00000
4803002,Magrath,2009,Couple Families Income (Median),$,68370.00000
4803002,Magrath,2009,Lone-Parent Income (Median),$,36290.00000
4803002,Magrath,2010,All Families Income (Median),$,65650.00000
4803002,Magrath,2010,Couple Families Income (Median),$,70500.00000
4803002,Magrath,2010,Lone-Parent Income (Median),$,38650.00000
4803002,Magrath,2011,All Families Income (Median),$,66900.00000
4803002,Magrath,2011,Couple Families Income (Median),$,70580.00000
4803002,Magrath,2011,Lone-Parent Income (Median),$,40360.00000
4803002,Magrath,2012,All Families Income (Median),$,72520.00000
4803002,Magrath,2012,Couple Families Income (Median),$,76540.00000
4803002,Magrath,2012,Lone-Parent Income (Median),$,37140.00000
4803002,Magrath,2013,All Families Income (Median),$,74050.00000
4803002,Magrath,2013,Couple Families Income (Median),$,76740.00000
4803002,Magrath,2013,Lone-Parent Income (Median),$,35520.00000
4803002,Magrath,2014,All Families Income (Median),$,73050.00000
4803002,Magrath,2014,Couple Families Income (Median),$,76730.00000
4803002,Magrath,2014,Lone-Parent Income (Median),$,40350.00000
4803002,Magrath,2015,All Families Income (Median),$,75560.00000
4803002,Magrath,2015,Couple Families Income (Median),$,77510.00000
4803002,Magrath,2015,Lone-Parent Income (Median),$,42500.00000
4803002,Magrath,2016,All Families Income (Median),$,72510.00000
4803002,Magrath,2016,Couple Families Income (Median),$,75330.00000
4803002,Magrath,2016,Lone-Parent Income (Median),$,47760.00000
4803002,Magrath,2017,All Families Income (Median),$,75170.00000
4803002,Magrath,2017,Couple Families Income (Median),$,79760.00000
4803002,Magrath,2017,Lone-Parent Income (Median),$,39120.00000
4803002,Magrath,2018,All Families Income (Median),$,77290.00000
4803002,Magrath,2018,Couple Families Income (Median),$,81660.00000
4803002,Magrath,2018,Lone-Parent Income (Median),$,37220.00000
4803002,Magrath,2019,All Families Income (Median),$,80600.00000
4803002,Magrath,2019,Couple Families Income (Median),$,84120.00000
4803002,Magrath,2019,Lone-Parent Income (Median),$,43890.00000
4803002,Magrath,2020,All Families Income (Median),$,99000.00000
4803002,Magrath,2020,Couple Families Income (Median),$,114000.00000
4803002,Magrath,2020,Lone-Parent Income (Median),$,61600.00000
4803003,Improvement District No.  4 Waterton,2000,All Families Income (Median),$,56300.00000
4803003,Improvement District No.  4 Waterton,2000,Couple Families Income (Median),$,56600.00000
4803003,Improvement District No.  4 Waterton,2000,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2001,All Families Income (Median),$,61700.00000
4803003,Improvement District No.  4 Waterton,2001,Couple Families Income (Median),$,67100.00000
4803003,Improvement District No.  4 Waterton,2001,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2002,All Families Income (Median),$,71300.00000
4803003,Improvement District No.  4 Waterton,2002,Couple Families Income (Median),$,72200.00000
4803003,Improvement District No.  4 Waterton,2002,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2003,All Families Income (Median),$,56200.00000
4803003,Improvement District No.  4 Waterton,2003,Couple Families Income (Median),$,66200.00000
4803003,Improvement District No.  4 Waterton,2003,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2004,All Families Income (Median),$,65200.00000
4803003,Improvement District No.  4 Waterton,2004,Couple Families Income (Median),$,68500.00000
4803003,Improvement District No.  4 Waterton,2004,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2005,All Families Income (Median),$,75700.00000
4803003,Improvement District No.  4 Waterton,2005,Couple Families Income (Median),$,75100.00000
4803003,Improvement District No.  4 Waterton,2005,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2006,All Families Income (Median),$,80400.00000
4803003,Improvement District No.  4 Waterton,2006,Couple Families Income (Median),$,83900.00000
4803003,Improvement District No.  4 Waterton,2006,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2007,All Families Income (Median),$,80750.00000
4803003,Improvement District No.  4 Waterton,2007,Couple Families Income (Median),$,81630.00000
4803003,Improvement District No.  4 Waterton,2007,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2008,All Families Income (Median),$,89000.00000
4803003,Improvement District No.  4 Waterton,2008,Couple Families Income (Median),$,90170.00000
4803003,Improvement District No.  4 Waterton,2008,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2009,All Families Income (Median),$,75500.00000
4803003,Improvement District No.  4 Waterton,2009,Couple Families Income (Median),$,80940.00000
4803003,Improvement District No.  4 Waterton,2009,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2010,All Families Income (Median),$,83980.00000
4803003,Improvement District No.  4 Waterton,2010,Couple Families Income (Median),$,90120.00000
4803003,Improvement District No.  4 Waterton,2010,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2011,All Families Income (Median),$,83800.00000
4803003,Improvement District No.  4 Waterton,2011,Couple Families Income (Median),$,85790.00000
4803003,Improvement District No.  4 Waterton,2011,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2012,All Families Income (Median),$,90030.00000
4803003,Improvement District No.  4 Waterton,2012,Couple Families Income (Median),$,90330.00000
4803003,Improvement District No.  4 Waterton,2012,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2013,All Families Income (Median),$,89590.00000
4803003,Improvement District No.  4 Waterton,2013,Couple Families Income (Median),$,92320.00000
4803003,Improvement District No.  4 Waterton,2013,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2014,All Families Income (Median),$,86470.00000
4803003,Improvement District No.  4 Waterton,2014,Couple Families Income (Median),$,92000.00000
4803003,Improvement District No.  4 Waterton,2014,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2015,All Families Income (Median),$,99420.00000
4803003,Improvement District No.  4 Waterton,2015,Couple Families Income (Median),$,101950.00000
4803003,Improvement District No.  4 Waterton,2015,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2016,All Families Income (Median),$,82100.00000
4803003,Improvement District No.  4 Waterton,2016,Couple Families Income (Median),$,89670.00000
4803003,Improvement District No.  4 Waterton,2016,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2017,All Families Income (Median),$,87430.00000
4803003,Improvement District No.  4 Waterton,2017,Couple Families Income (Median),$,92290.00000
4803003,Improvement District No.  4 Waterton,2017,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2018,All Families Income (Median),$,89560.00000
4803003,Improvement District No.  4 Waterton,2018,Couple Families Income (Median),$,91290.00000
4803003,Improvement District No.  4 Waterton,2018,Lone-Parent Income (Median),$,0.00000
4803003,Improvement District No.  4 Waterton,2019,All Families Income (Median),$,94450.00000
4803003,Improvement District No.  4 Waterton,2019,Couple Families Income (Median),$,97550.00000
4803003,Improvement District No.  4 Waterton,2019,Lone-Parent Income (Median),$,0.00000
4809015,Rocky Mountain House,2000,All Families Income (Median),$,50800.00000
4809015,Rocky Mountain House,2000,Couple Families Income (Median),$,57300.00000
4809015,Rocky Mountain House,2000,Lone-Parent Income (Median),$,20700.00000
4809015,Rocky Mountain House,2001,All Families Income (Median),$,55100.00000
4809015,Rocky Mountain House,2001,Couple Families Income (Median),$,63100.00000
4809015,Rocky Mountain House,2001,Lone-Parent Income (Median),$,21200.00000
4809015,Rocky Mountain House,2002,All Families Income (Median),$,55200.00000
4809015,Rocky Mountain House,2002,Couple Families Income (Median),$,63500.00000
4809015,Rocky Mountain House,2002,Lone-Parent Income (Median),$,20600.00000
4809015,Rocky Mountain House,2003,All Families Income (Median),$,57600.00000
4809015,Rocky Mountain House,2003,Couple Families Income (Median),$,67100.00000
4809015,Rocky Mountain House,2003,Lone-Parent Income (Median),$,21500.00000
4809015,Rocky Mountain House,2004,All Families Income (Median),$,61300.00000
4809015,Rocky Mountain House,2004,Couple Families Income (Median),$,71300.00000
4809015,Rocky Mountain House,2004,Lone-Parent Income (Median),$,23500.00000
4809015,Rocky Mountain House,2005,All Families Income (Median),$,67500.00000
